PropertyNumber,Suburb,State,Postcode,Category,PropertySalePrice,from_unixtime(PropertySaleDate),NumberOfBedrooms
123220494,"North Melbourne",Vic,3051,House,3500000,"2016-08-18 00:00:00",5
123233538,"North Melbourne",Vic,3051,Apartment,587134,"2016-08-19 00:00:00",2
123237842,"North Melbourne",Vic,3051,Apartment,0,"2016-08-30 00:00:00",1
123252202,"North Melbourne",Vic,3051,House,815000,"2016-08-27 00:00:00",2
123261562,"North Melbourne",Vic,3051,House,885000,"2016-08-27 00:00:00",2
123261602,"North Melbourne",Vic,3051,House,861000,"2016-08-27 00:00:00",2
123294538,"North Melbourne",Vic,3051,Apartment,140000,"2016-08-25 00:00:00",1
123308186,"North Melbourne",Vic,3051,Townhouse,790000,"2016-09-03 00:00:00",2
123311006,"North Melbourne",Vic,3051,House,1635000,"2016-09-03 00:00:00",3
123311742,"North Melbourne",Vic,3051,House,2920000,"2016-09-03 00:00:00",4
123312354,"North Melbourne",Vic,3051,Apartment,491000,"2016-08-31 00:00:00",1
123333618,"North Melbourne",Vic,3051,Apartment,575000,"2016-08-31 00:00:00",2
123343586,"North Melbourne",Vic,3051,Apartment,435000,"2016-09-02 00:00:00",2
123358274,"North Melbourne",Vic,3051,House,1330000,"2016-09-10 00:00:00",4
123363898,"North Melbourne",Vic,3051,Apartment,480000,"2016-11-07 00:00:00",2
123365466,"North Melbourne",Vic,3051,Apartment,0,"2016-09-01 00:00:00",2
123366054,"North Melbourne",Vic,3051,House,1470000,"2016-09-17 00:00:00",3
123366478,"North Melbourne",Vic,3051,Apartment,591500,"2016-09-17 00:00:00",2
123369246,"North Melbourne",Vic,3051,House,1900000,"2016-09-15 00:00:00",4
123389378,"North Melbourne",Vic,3051,Apartment,380000,"2016-10-05 00:00:00",1
123422154,"North Melbourne",Vic,3051,Terrace,1135000,"2016-10-11 00:00:00",2
123423374,"North Melbourne",Vic,3051,House,1701000,"2016-10-10 00:00:00",4
123425562,"North Melbourne",Vic,3051,Apartment,390000,"2016-11-29 00:00:00",2
123425566,"North Melbourne",Vic,3051,Apartment,395000,"2016-11-29 00:00:00",2
123429814,"North Melbourne",Vic,3051,Apartment,0,"2016-09-06 00:00:00",2
123441710,"North Melbourne",Vic,3051,House,1090000,"2016-09-08 00:00:00",2
123468358,"North Melbourne",Vic,3051,Townhouse,690000,"2016-09-24 00:00:00",2
123472230,"North Melbourne",Vic,3051,Apartment,430000,"2016-09-24 00:00:00",1
123473586,"North Melbourne",Vic,3051,Apartment,630000,"2016-09-26 00:00:00",2
123475078,"North Melbourne",Vic,3051,House,1200000,"2016-09-17 00:00:00",2
123545974,"North Melbourne",Vic,3051,Apartment,640000,"2016-10-10 00:00:00",2
123560106,"North Melbourne",Vic,3051,Apartment,435000,"2016-11-10 00:00:00",1
123563898,"North Melbourne",Vic,3051,Apartment,550000,"2016-10-06 00:00:00",2
123564166,"North Melbourne",Vic,3051,Apartment,370000,"2016-09-19 00:00:00",1
123565946,"North Melbourne",Vic,3051,Apartment,615000,"2016-10-15 00:00:00",2
123583642,"North Melbourne",Vic,3051,House,895100,"2016-10-08 00:00:00",2
123603574,"North Melbourne",Vic,3051,Flat,361000,"2016-10-31 00:00:00",1
123606294,"North Melbourne",Vic,3051,House,0,"2016-10-22 00:00:00",2
123634338,"North Melbourne",Vic,3051,Apartment,599000,"2016-10-22 00:00:00",2
123638770,"North Melbourne",Vic,3051,House,990000,"2016-10-15 00:00:00",2
123640866,"North Melbourne",Vic,3051,Apartment,0,"2016-10-27 00:00:00",3
123671994,"North Melbourne",Vic,3051,Apartment,445000,"2016-11-24 00:00:00",2
123687890,"North Melbourne",Vic,3051,Apartment,465000,"2016-10-29 00:00:00",2
123691770,"North Melbourne",Vic,3051,Unit,670000,"2016-10-17 00:00:00",2
123693990,"North Melbourne",Vic,3051,Apartment,402600,"2016-10-29 00:00:00",1
123694338,"North Melbourne",Vic,3051,Terrace,1169000,"2016-10-22 00:00:00",1
123741342,"North Melbourne",Vic,3051,Apartment,620000,"2016-10-21 00:00:00",2
123747310,"North Melbourne",Vic,3051,Apartment,550000,"2016-10-31 00:00:00",2
123765990,"North Melbourne",Vic,3051,Townhouse,811000,"2016-11-11 00:00:00",2
123793386,"North Melbourne",Vic,3051,House,2700000,"2016-11-18 00:00:00",9
123820586,"North Melbourne",Vic,3051,House,1500000,"2016-11-13 00:00:00",3
123875862,"North Melbourne",Vic,3051,Apartment,665500,"2016-11-26 00:00:00",2
123877886,"North Melbourne",Vic,3051,Apartment,640000,"2016-11-12 00:00:00",2
123942910,"North Melbourne",Vic,3051,Apartment,428000,"2016-11-18 00:00:00",2
123943986,"North Melbourne",Vic,3051,House,1010000,"2016-11-19 00:00:00",2
123944094,"North Melbourne",Vic,3051,House,1266000,"2016-11-19 00:00:00",2
123977382,"North Melbourne",Vic,3051,Apartment,770000,"2016-11-26 00:00:00",2
123981014,"North Melbourne",Vic,3051,Apartment,358000,"2016-11-23 00:00:00",1
123983722,"North Melbourne",Vic,3051,Townhouse,900000,"2016-11-26 00:00:00",2
123997974,"North Melbourne",Vic,3051,Apartment,408000,"2016-11-26 00:00:00",1
123998718,"North Melbourne",Vic,3051,Apartment,547500,"2016-11-07 00:00:00",2
123999998,"North Melbourne",Vic,3051,Apartment,550055,"2016-11-24 00:00:00",2
124003370,"North Melbourne",Vic,3051,Apartment,598000,"2016-11-26 00:00:00",2
124022410,"North Melbourne",Vic,3051,Apartment,340000,"2016-11-21 00:00:00",1
124051734,"North Melbourne",Vic,3051,House,2925000,"2016-11-24 00:00:00",4
116582831,Richmond,Vic,3121,Apartment,465000,"2015-10-06 00:00:00",1
116709963,Richmond,Vic,3121,Apartment,835000,"2015-06-24 00:00:00",3
116826487,Richmond,Vic,3121,Apartment,575000,"2015-06-18 00:00:00",2
117330907,Richmond,Vic,3121,Apartment,620000,"2015-06-27 00:00:00",2
117373979,Richmond,Vic,3121,Apartment,420000,"2016-09-22 00:00:00",1
117573723,Richmond,Vic,3121,Apartment,250000,"2016-06-06 00:00:00",1
117808531,Richmond,Vic,3121,Apartment,586500,"2015-07-20 00:00:00",2
117989407,Richmond,Vic,3121,Apartment,675000,"2015-06-24 00:00:00",2
118503619,Richmond,Vic,3121,Apartment,675000,"2015-06-22 00:00:00",2
118975211,Richmond,Vic,3121,Apartment,520000,"2015-07-02 00:00:00",2
118999879,Richmond,Vic,3121,House,645000,"2015-06-17 00:00:00",2
119137143,Richmond,Vic,3121,Apartment,450000,"2015-07-27 00:00:00",1
119166451,Richmond,Vic,3121,Apartment,512500,"2015-08-22 00:00:00",2
119221147,Richmond,Vic,3121,Apartment,480000,"2015-06-17 00:00:00",1
119326060,Richmond,Vic,3121,Apartment,595000,"2015-11-19 00:00:00",2
119398147,Richmond,Vic,3121,Apartment,1350000,"2015-06-18 00:00:00",3
119403387,Richmond,Vic,3121,Apartment,580000,"2015-06-15 00:00:00",2
119406811,Richmond,Vic,3121,House,2200000,"2015-11-14 00:00:00",3
119438615,Richmond,Vic,3121,Apartment,579000,"2015-09-16 00:00:00",2
119439955,Richmond,Vic,3121,Apartment,651000,"2015-07-28 00:00:00",2
119470731,Richmond,Vic,3121,Apartment,430000,"2015-06-16 00:00:00",1
119511359,Richmond,Vic,3121,Apartment,565000,"2015-07-02 00:00:00",2
119557067,Richmond,Vic,3121,Apartment,1350000,"2015-07-31 00:00:00",3
119561491,Richmond,Vic,3121,Apartment,0,"2015-07-27 00:00:00",1
119596807,Richmond,Vic,3121,Apartment,360000,"2015-06-30 00:00:00",1
119604355,Richmond,Vic,3121,Apartment,0,"2015-08-27 00:00:00",2
119645559,Richmond,Vic,3121,House,1652500,"2015-08-06 00:00:00",3
119659795,Richmond,Vic,3121,Apartment,330000,"2015-06-12 00:00:00",1
119665795,Richmond,Vic,3121,Apartment,500000,"2015-07-08 00:00:00",2
119694459,Richmond,Vic,3121,Apartment,915000,"2015-06-15 00:00:00",2
119702339,Richmond,Vic,3121,Apartment,640000,"2015-06-03 00:00:00",2
119711355,Richmond,Vic,3121,Apartment,475000,"2015-06-10 00:00:00",1
119728991,Richmond,Vic,3121,Apartment,700000,"2015-08-13 00:00:00",2
119760495,Richmond,Vic,3121,Apartment,740000,"2015-10-26 00:00:00",2
119761979,Richmond,Vic,3121,Apartment,0,"2015-09-09 00:00:00",2
119783903,Richmond,Vic,3121,House,1030000,"2015-06-06 00:00:00",3
119788347,Richmond,Vic,3121,Apartment,0,"2015-08-25 00:00:00",1
119801767,Richmond,Vic,3121,Apartment,0,"2015-07-04 00:00:00",2
119826307,Richmond,Vic,3121,Apartment,537000,"2015-06-13 00:00:00",2
119826343,Richmond,Vic,3121,Apartment,642000,"2015-06-13 00:00:00",2
119826375,Richmond,Vic,3121,Apartment,295000,"2015-08-12 00:00:00",1
119835555,Richmond,Vic,3121,Apartment,474000,"2015-06-13 00:00:00",1
119842357,Richmond,Vic,3121,Apartment,559000,"2015-07-11 00:00:00",2
119870937,Richmond,Vic,3121,Townhouse,1180000,"2015-06-20 00:00:00",3
119870985,Richmond,Vic,3121,House,885000,"2015-06-20 00:00:00",2
119870989,Richmond,Vic,3121,Apartment,670000,"2015-06-20 00:00:00",2
119871137,Richmond,Vic,3121,Apartment,672000,"2015-06-20 00:00:00",2
119871245,Richmond,Vic,3121,Townhouse,975000,"2015-06-20 00:00:00",3
119873053,Richmond,Vic,3121,House,1450000,"2015-06-20 00:00:00",3
119873081,Richmond,Vic,3121,House,1640000,"2015-06-23 00:00:00",3
119873225,Richmond,Vic,3121,House,1211000,"2015-06-20 00:00:00",2
119877341,Richmond,Vic,3121,Apartment,623000,"2015-06-20 00:00:00",2
119877409,Richmond,Vic,3121,House,986000,"2015-06-20 00:00:00",2
119877729,Richmond,Vic,3121,House,1420000,"2015-06-20 00:00:00",3
119878029,Richmond,Vic,3121,House,995000,"2015-06-20 00:00:00",3
119878685,Richmond,Vic,3121,House,824000,"2015-06-20 00:00:00",2
119885893,Richmond,Vic,3121,Apartment,1052000,"2015-06-17 00:00:00",3
119888029,Richmond,Vic,3121,House,910000,"2015-06-20 00:00:00",3
119891349,Richmond,Vic,3121,House,940000,"2015-06-20 00:00:00",3
119921741,Richmond,Vic,3121,House,1060000,"2015-06-27 00:00:00",2
119921905,Richmond,Vic,3121,Apartment,455000,"2015-12-06 00:00:00",1
119922605,Richmond,Vic,3121,Townhouse,980000,"2015-06-27 00:00:00",2
119922613,Richmond,Vic,3121,Townhouse,820000,"2015-09-24 00:00:00",2
119923081,Richmond,Vic,3121,House,2500000,"2015-06-27 00:00:00",4
119925937,Richmond,Vic,3121,Apartment,625000,"2015-06-27 00:00:00",2
119929105,Richmond,Vic,3121,House,1240000,"2015-06-27 00:00:00",3
119929165,Richmond,Vic,3121,Apartment,295000,"2015-06-27 00:00:00",1
119929213,Richmond,Vic,3121,Apartment,690000,"2015-06-27 00:00:00",2
119935757,Richmond,Vic,3121,House,820000,"2015-06-27 00:00:00",2
119935925,Richmond,Vic,3121,House,30000,"2015-06-27 00:00:00",3
119937009,Richmond,Vic,3121,House,2005000,"2015-06-27 00:00:00",4
119951813,Richmond,Vic,3121,Apartment,534000,"2015-11-27 00:00:00",2
119971065,Richmond,Vic,3121,Apartment,375000,"2015-07-23 00:00:00",1
119975385,Richmond,Vic,3121,House,1100000,"2015-07-04 00:00:00",5
119975821,Richmond,Vic,3121,House,640000,"2015-07-04 00:00:00",1
119975941,Richmond,Vic,3121,House,1162500,"2015-07-04 00:00:00",2
119987077,Richmond,Vic,3121,Townhouse,925000,"2015-06-25 00:00:00",3
120000489,Richmond,Vic,3121,Apartment,386000,"2015-07-04 00:00:00",1
120018825,Richmond,Vic,3121,Apartment,645000,"2015-08-27 00:00:00",2
120021665,Richmond,Vic,3121,House,1240000,"2015-07-11 00:00:00",3
120022629,Richmond,Vic,3121,House,1180000,"2015-07-11 00:00:00",3
120027069,Richmond,Vic,3121,House,1140000,"2015-07-11 00:00:00",3
120028821,Richmond,Vic,3121,Apartment,568500,"2015-07-20 00:00:00",2
120028969,Richmond,Vic,3121,House,800000,"2015-07-11 00:00:00",2
120029021,Richmond,Vic,3121,House,1150000,"2015-07-11 00:00:00",2
120029033,Richmond,Vic,3121,Apartment,330000,"2015-07-11 00:00:00",1
120029145,Richmond,Vic,3121,House,1440000,"2015-09-08 00:00:00",3
120047429,Richmond,Vic,3121,Apartment,455000,"2015-07-13 00:00:00",1
120065721,Richmond,Vic,3121,Apartment,400000,"2015-08-24 00:00:00",1
120073121,Richmond,Vic,3121,Apartment,566000,"2015-07-18 00:00:00",2
120073361,Richmond,Vic,3121,Townhouse,932500,"2015-09-03 00:00:00",2
120077537,Richmond,Vic,3121,Apartment,482500,"2015-07-18 00:00:00",1
120077933,Richmond,Vic,3121,House,1220000,"2015-07-17 00:00:00",2
120078693,Richmond,Vic,3121,Apartment,691000,"2015-07-18 00:00:00",2
120085361,Richmond,Vic,3121,Unit,338000,"2015-08-24 00:00:00",1
120092817,Richmond,Vic,3121,Apartment,303000,"2015-08-14 00:00:00",1
120121077,Richmond,Vic,3121,Apartment,835000,"2015-08-07 00:00:00",3
120147681,Richmond,Vic,3121,Apartment,680000,"2015-08-05 00:00:00",2
120180305,Richmond,Vic,3121,Apartment,690000,"2015-08-06 00:00:00",2
120180901,Richmond,Vic,3121,House,1310000,"2015-08-01 00:00:00",3
120184381,Richmond,Vic,3121,House,1155000,"2015-08-01 00:00:00",2
120184621,Richmond,Vic,3121,Apartment,505000,"2015-09-21 00:00:00",2
120184689,Richmond,Vic,3121,House,835000,"2015-08-03 00:00:00",2
120184893,Richmond,Vic,3121,House,1105000,"2015-08-01 00:00:00",3
120185173,Richmond,Vic,3121,Apartment,198500,"2015-08-03 00:00:00",1
120191529,Richmond,Vic,3121,Apartment,445000,"2015-08-01 00:00:00",2
120193221,Richmond,Vic,3121,Apartment,620000,"2015-09-16 00:00:00",2
120233781,Richmond,Vic,3121,Apartment,730000,"2015-08-08 00:00:00",3
120234229,Richmond,Vic,3121,Townhouse,1105000,"2015-08-08 00:00:00",2
120234241,Richmond,Vic,3121,House,2470000,"2015-08-08 00:00:00",3
120237293,Richmond,Vic,3121,Apartment,327500,"2016-01-13 00:00:00",1
120237825,Richmond,Vic,3121,House,0,"2015-08-08 00:00:00",2
120241485,Richmond,Vic,3121,Apartment,362500,"2015-08-22 00:00:00",1
120241545,Richmond,Vic,3121,Apartment,585000,"2015-08-08 00:00:00",2
120241737,Richmond,Vic,3121,Apartment,669500,"2015-08-08 00:00:00",2
120241993,Richmond,Vic,3121,House,1110000,"2015-08-08 00:00:00",2
120242037,Richmond,Vic,3121,Apartment,300000,"2015-08-08 00:00:00",1
120242133,Richmond,Vic,3121,House,1100000,"2015-08-08 00:00:00",2
120242181,Richmond,Vic,3121,Apartment,484000,"2015-08-08 00:00:00",2
120242265,Richmond,Vic,3121,House,610000,"2015-08-25 00:00:00",2
120242341,Richmond,Vic,3121,House,790000,"2015-08-08 00:00:00",2
120250593,Richmond,Vic,3121,Apartment,435000,"2015-09-01 00:00:00",2
120250597,Richmond,Vic,3121,Apartment,410000,"2015-08-31 00:00:00",1
120251425,Richmond,Vic,3121,House,1000000,"2015-08-08 00:00:00",2
120256401,Richmond,Vic,3121,Townhouse,920000,"2015-08-08 00:00:00",2
120263293,Richmond,Vic,3121,Apartment,635000,"2015-09-01 00:00:00",2
120281609,Richmond,Vic,3121,House,1020000,"2015-08-15 00:00:00",2
120285825,Richmond,Vic,3121,Apartment,2685000,"2015-08-15 00:00:00",10
120285973,Richmond,Vic,3121,House,881000,"2015-08-15 00:00:00",2
120286289,Richmond,Vic,3121,Townhouse,1505000,"2015-08-15 00:00:00",3
120287245,Richmond,Vic,3121,Apartment,510000,"2015-08-15 00:00:00",2
120292577,Richmond,Vic,3121,Apartment,500000,"2015-08-18 00:00:00",2
120292621,Richmond,Vic,3121,Warehouse,991000,"2015-08-15 00:00:00",2
120292689,Richmond,Vic,3121,House,850000,"2015-09-12 00:00:00",2
120292713,Richmond,Vic,3121,House,840000,"2015-09-12 00:00:00",2
120292913,Richmond,Vic,3121,House,2225000,"2015-08-15 00:00:00",3
120292969,Richmond,Vic,3121,House,1125000,"2015-08-15 00:00:00",3
120293025,Richmond,Vic,3121,House,825000,"2015-08-15 00:00:00",2
120293089,Richmond,Vic,3121,House,894000,"2015-08-15 00:00:00",2
120294121,Richmond,Vic,3121,House,1425000,"2015-08-15 00:00:00",4
120301005,Richmond,Vic,3121,Apartment,100000,"2015-08-24 00:00:00",2
120301657,Richmond,Vic,3121,Apartment,405000,"2015-08-21 00:00:00",1
120302753,Richmond,Vic,3121,Apartment,658750,"2015-08-15 00:00:00",2
120311393,Richmond,Vic,3121,Apartment,328000,"2015-09-23 00:00:00",1
120330437,Richmond,Vic,3121,Apartment,660000,"2015-08-22 00:00:00",2
120330469,Richmond,Vic,3121,Apartment,540000,"2015-08-29 00:00:00",2
120334225,Richmond,Vic,3121,House,840000,"2015-09-15 00:00:00",2
120334569,Richmond,Vic,3121,House,850000,"2015-09-15 00:00:00",2
120336493,Richmond,Vic,3121,Apartment,512500,"2015-08-25 00:00:00",1
120336497,Richmond,Vic,3121,House,1100000,"2015-09-04 00:00:00",3
120336653,Richmond,Vic,3121,House,995000,"2015-08-22 00:00:00",2
120338433,Richmond,Vic,3121,Apartment,290000,"2015-11-13 00:00:00",1
120343157,Richmond,Vic,3121,House,830000,"2015-08-22 00:00:00",2
120343421,Richmond,Vic,3121,Apartment,702500,"2015-08-22 00:00:00",3
120343789,Richmond,Vic,3121,House,1030000,"2015-08-22 00:00:00",3
120344165,Richmond,Vic,3121,Apartment,385000,"2015-08-22 00:00:00",2
120352161,Richmond,Vic,3121,House,327500,"2015-11-14 00:00:00",1
120362401,Richmond,Vic,3121,House,790000,"2015-08-29 00:00:00",3
120364145,Richmond,Vic,3121,Apartment,550000,"2015-10-28 00:00:00",2
120369849,Richmond,Vic,3121,House,700000,"2015-08-29 00:00:00",2
120372037,Richmond,Vic,3121,House,1500000,"2015-08-29 00:00:00",3
120390001,Richmond,Vic,3121,Apartment,535000,"2015-08-29 00:00:00",1
120390045,Richmond,Vic,3121,Apartment,690000,"2015-08-31 00:00:00",1
120390061,Richmond,Vic,3121,House,2120000,"2015-08-29 00:00:00",4
120390073,Richmond,Vic,3121,Apartment,431000,"2015-08-29 00:00:00",1
120390197,Richmond,Vic,3121,Apartment,751000,"2015-08-29 00:00:00",2
120390249,Richmond,Vic,3121,House,1035000,"2015-08-29 00:00:00",2
120390445,Richmond,Vic,3121,Apartment,550000,"2015-09-30 00:00:00",2
120393705,Richmond,Vic,3121,House,2100000,"2015-08-26 00:00:00",4
120393737,Richmond,Vic,3121,House,1435000,"2015-08-29 00:00:00",3
120395525,Richmond,Vic,3121,Apartment,440000,"2015-09-01 00:00:00",1
120397053,Richmond,Vic,3121,Apartment,386500,"2015-10-26 00:00:00",1
120397161,Richmond,Vic,3121,House,830000,"2015-09-12 00:00:00",2
120397233,Richmond,Vic,3121,Apartment,966000,"2015-08-29 00:00:00",2
120397285,Richmond,Vic,3121,Apartment,452500,"2015-08-29 00:00:00",1
120397425,Richmond,Vic,3121,House,1240000,"2015-08-29 00:00:00",3
120397509,Richmond,Vic,3121,House,910000,"2015-08-29 00:00:00",2
120401273,Richmond,Vic,3121,House,830000,"2015-08-20 00:00:00",2
120447725,Richmond,Vic,3121,Apartment,592000,"2015-08-26 00:00:00",2
120447729,Richmond,Vic,3121,House,1352000,"2015-09-05 00:00:00",5
120447797,Richmond,Vic,3121,House,1520000,"2015-09-05 00:00:00",4
120447805,Richmond,Vic,3121,House,1050000,"2015-09-05 00:00:00",3
120447897,Richmond,Vic,3121,House,1206000,"2015-09-05 00:00:00",3
120447901,Richmond,Vic,3121,House,1065000,"2015-09-05 00:00:00",3
120448593,Richmond,Vic,3121,Townhouse,1200000,"2015-09-05 00:00:00",3
120454153,Richmond,Vic,3121,Apartment,652000,"2015-10-27 00:00:00",2
120454557,Richmond,Vic,3121,House,1353000,"2015-09-05 00:00:00",3
120459841,Richmond,Vic,3121,Townhouse,30000,"2015-09-05 00:00:00",3
120461685,Richmond,Vic,3121,Apartment,662500,"2016-01-19 00:00:00",2
120465449,Richmond,Vic,3121,Apartment,440000,"2015-08-10 00:00:00",1
120495373,Richmond,Vic,3121,House,30000,"2015-09-12 00:00:00",2
120501113,Richmond,Vic,3121,Townhouse,726000,"2015-09-13 00:00:00",2
120506437,Richmond,Vic,3121,Apartment,742000,"2015-12-02 00:00:00",2
120506529,Richmond,Vic,3121,Apartment,367000,"2015-09-12 00:00:00",1
120506553,Richmond,Vic,3121,House,1750000,"2015-09-24 00:00:00",3
120506585,Richmond,Vic,3121,House,752000,"2015-09-12 00:00:00",1
120506649,Richmond,Vic,3121,House,900000,"2015-09-12 00:00:00",2
120506721,Richmond,Vic,3121,House,1100000,"2015-09-12 00:00:00",3
120506769,Richmond,Vic,3121,House,1326000,"2015-09-12 00:00:00",2
120507021,Richmond,Vic,3121,House,1022000,"2015-09-14 00:00:00",2
120510581,Richmond,Vic,3121,Apartment,751000,"2015-09-17 00:00:00",2
120518065,Richmond,Vic,3121,House,30000,"2015-09-12 00:00:00",3
120519253,Richmond,Vic,3121,Apartment,510000,"2015-09-12 00:00:00",1
120519321,Richmond,Vic,3121,House,1000001,"2015-09-12 00:00:00",2
120519829,Richmond,Vic,3121,House,970000,"2015-08-22 00:00:00",2
120556817,Richmond,Vic,3121,House,1440000,"2015-09-19 00:00:00",3
120556841,Richmond,Vic,3121,House,960000,"2015-09-19 00:00:00",2
120556881,Richmond,Vic,3121,House,1545500,"2015-09-17 00:00:00",3
120556889,Richmond,Vic,3121,Townhouse,850000,"2015-09-23 00:00:00",3
120558473,Richmond,Vic,3121,House,1372500,"2015-09-21 00:00:00",3
120558601,Richmond,Vic,3121,House,1100000,"2015-09-21 00:00:00",2
120558693,Richmond,Vic,3121,House,915000,"2015-09-21 00:00:00",2
120558749,Richmond,Vic,3121,House,1370000,"2015-09-21 00:00:00",3
120560965,Richmond,Vic,3121,Apartment,800000,"2015-09-19 00:00:00",2
120561801,Richmond,Vic,3121,Apartment,639000,"2015-12-21 00:00:00",2
120571857,Richmond,Vic,3121,House,977500,"2015-09-19 00:00:00",2
120578249,Richmond,Vic,3121,Apartment,370000,"2015-09-30 00:00:00",1
120589425,Richmond,Vic,3121,Apartment,360000,"2016-03-07 00:00:00",1
120610617,Richmond,Vic,3121,House,1405000,"2015-09-26 00:00:00",3
120610749,Richmond,Vic,3121,House,882000,"2015-09-26 00:00:00",2
120619893,Richmond,Vic,3121,House,1220000,"2015-09-26 00:00:00",3
120620077,Richmond,Vic,3121,Apartment,440500,"2015-10-29 00:00:00",1
120620213,Richmond,Vic,3121,House,1685000,"2015-09-07 00:00:00",3
120620369,Richmond,Vic,3121,House,1310000,"2015-09-26 00:00:00",3
120620437,Richmond,Vic,3121,House,999000,"2015-09-26 00:00:00",2
120620673,Richmond,Vic,3121,Apartment,290000,"2016-09-21 00:00:00",1
120620705,Richmond,Vic,3121,Apartment,389000,"2015-11-27 00:00:00",1
120622821,Richmond,Vic,3121,House,940000,"2015-09-23 00:00:00",2
120628021,Richmond,Vic,3121,House,810000,"2015-09-22 00:00:00",2
120629405,Richmond,Vic,3121,House,1815000,"2015-10-26 00:00:00",3
120630973,Richmond,Vic,3121,Apartment,625000,"2015-09-29 00:00:00",2
120635429,Richmond,Vic,3121,Apartment,397500,"2015-12-23 00:00:00",1
120643529,Richmond,Vic,3121,Apartment,415500,"2015-09-23 00:00:00",1
120656649,Richmond,Vic,3121,House,1425000,"2015-10-30 00:00:00",5
120707525,Richmond,Vic,3121,Apartment,550000,"2015-11-09 00:00:00",2
120730417,Richmond,Vic,3121,House,1170000,"2015-10-10 00:00:00",2
120730421,Richmond,Vic,3121,House,842000,"2015-10-10 00:00:00",2
120730465,Richmond,Vic,3121,House,1720000,"2015-10-10 00:00:00",3
120736849,Richmond,Vic,3121,House,1220000,"2015-10-10 00:00:00",3
120736933,Richmond,Vic,3121,Apartment,701000,"2015-10-10 00:00:00",2
120736969,Richmond,Vic,3121,Apartment,792500,"2015-10-02 00:00:00",2
120737105,Richmond,Vic,3121,House,972500,"2015-10-10 00:00:00",3
120737405,Richmond,Vic,3121,House,910000,"2015-10-10 00:00:00",2
120737473,Richmond,Vic,3121,Apartment,280000,"2015-10-10 00:00:00",1
120737645,Richmond,Vic,3121,Townhouse,718000,"2015-09-29 00:00:00",2
120755789,Richmond,Vic,3121,Apartment,485000,"2015-10-16 00:00:00",2
120761205,Richmond,Vic,3121,Apartment,622500,"2015-11-05 00:00:00",2
120761245,Richmond,Vic,3121,Apartment,322000,"2015-10-10 00:00:00",1
120761261,Richmond,Vic,3121,Townhouse,730000,"2015-10-10 00:00:00",2
120769345,Richmond,Vic,3121,Apartment,0,"2015-10-17 00:00:00",2
120782133,Richmond,Vic,3121,Apartment,733000,"2016-02-03 00:00:00",2
120790377,Richmond,Vic,3121,House,1400000,"2015-11-04 00:00:00",4
120790385,Richmond,Vic,3121,House,1850000,"2015-10-17 00:00:00",3
120798393,Richmond,Vic,3121,Apartment,300000,"2015-10-05 00:00:00",1
120798501,Richmond,Vic,3121,Apartment,485000,"2015-10-15 00:00:00",1
120798569,Richmond,Vic,3121,House,857500,"2015-10-17 00:00:00",2
120798737,Richmond,Vic,3121,House,1360000,"2015-10-17 00:00:00",3
120798793,Richmond,Vic,3121,House,1185000,"2015-10-17 00:00:00",2
120798961,Richmond,Vic,3121,House,1941000,"2015-10-17 00:00:00",3
120801857,Richmond,Vic,3121,Apartment,810000,"2015-10-24 00:00:00",2
120809749,Richmond,Vic,3121,Apartment,526000,"2015-10-17 00:00:00",2
120809845,Richmond,Vic,3121,House,875000,"2015-10-17 00:00:00",3
120810005,Richmond,Vic,3121,Apartment,845000,"2015-10-17 00:00:00",2
120810881,Richmond,Vic,3121,House,30000,"2015-10-17 00:00:00",3
120845357,Richmond,Vic,3121,Apartment,680000,"2015-10-21 00:00:00",2
120849429,Richmond,Vic,3121,House,2465000,"2015-10-24 00:00:00",3
120856409,Richmond,Vic,3121,House,1325000,"2015-10-24 00:00:00",3
120856545,Richmond,Vic,3121,House,1315000,"2015-10-26 00:00:00",4
120856613,Richmond,Vic,3121,House,1352000,"2015-10-24 00:00:00",3
120856661,Richmond,Vic,3121,Apartment,605000,"2015-10-24 00:00:00",2
120856945,Richmond,Vic,3121,Apartment,605000,"2015-10-24 00:00:00",2
120856969,Richmond,Vic,3121,House,1070000,"2015-10-24 00:00:00",2
120857009,Richmond,Vic,3121,Apartment,575000,"2015-10-24 00:00:00",2
120868001,Richmond,Vic,3121,House,930000,"2015-10-24 00:00:00",3
120896969,Richmond,Vic,3121,Apartment,322000,"2015-10-10 00:00:00",1
120902533,Richmond,Vic,3121,Apartment,390000,"2016-01-27 00:00:00",1
120911573,Richmond,Vic,3121,Apartment,312500,"2015-12-04 00:00:00",1
120912777,Richmond,Vic,3121,House,1125000,"2015-11-12 00:00:00",3
120913069,Richmond,Vic,3121,House,1285000,"2015-10-31 00:00:00",4
120974346,Richmond,Vic,3121,Apartment,472000,"2015-11-07 00:00:00",1
120974574,Richmond,Vic,3121,House,1220000,"2015-11-07 00:00:00",2
120975462,Richmond,Vic,3121,House,1280000,"2015-11-07 00:00:00",2
120979582,Richmond,Vic,3121,Apartment,0,"2015-12-11 00:00:00",2
120979750,Richmond,Vic,3121,Apartment,755000,"2015-11-07 00:00:00",2
120981278,Richmond,Vic,3121,House,782500,"2015-11-07 00:00:00",1
120982322,Richmond,Vic,3121,House,1200000,"2015-11-07 00:00:00",2
120982454,Richmond,Vic,3121,Apartment,520000,"2015-11-24 00:00:00",2
