PropertyNumber,Suburb,State,Postcode,Category,PropertySalePrice,from_unixtime(PropertySaleDate),NumberOfBedrooms
123046474,Richmond,Vic,3121,Apartment,600000,"2016-09-06 00:00:00",2
123048714,Richmond,Vic,3121,Apartment,310000,"2016-09-22 00:00:00",1
123048750,Richmond,Vic,3121,House,1520000,"2016-07-30 00:00:00",3
123049570,Richmond,Vic,3121,House,1175000,"2016-07-30 00:00:00",2
123056954,Richmond,Vic,3121,Apartment,495000,"2016-09-30 00:00:00",2
123057530,Richmond,Vic,3121,House,1125000,"2016-07-30 00:00:00",2
123065890,Richmond,Vic,3121,House,1422000,"2016-08-06 00:00:00",3
123075090,Richmond,Vic,3121,House,1375000,"2016-08-06 00:00:00",4
123075682,Richmond,Vic,3121,Apartment,435000,"2016-08-15 00:00:00",1
123095586,Richmond,Vic,3121,House,1296000,"2016-08-06 00:00:00",2
123098166,Richmond,Vic,3121,Townhouse,663000,"2016-08-08 00:00:00",2
123098174,Richmond,Vic,3121,Apartment,550000,"2016-08-01 00:00:00",2
123100526,Richmond,Vic,3121,House,1152500,"2016-08-06 00:00:00",3
123100582,Richmond,Vic,3121,House,720000,"2016-08-06 00:00:00",2
123100798,Richmond,Vic,3121,House,1030000,"2016-08-06 00:00:00",2
123113430,Richmond,Vic,3121,House,1129000,"2016-08-06 00:00:00",3
123144030,Richmond,Vic,3121,House,1035000,"2016-08-13 00:00:00",2
123148370,Richmond,Vic,3121,Apartment,0,"2016-08-31 00:00:00",2
123149698,Richmond,Vic,3121,Apartment,530000,"2016-08-13 00:00:00",2
123151062,Richmond,Vic,3121,Townhouse,1025000,"2016-08-18 00:00:00",2
123152566,Richmond,Vic,3121,Apartment,391000,"2016-08-02 00:00:00",2
123173458,Richmond,Vic,3121,House,1850000,"2016-08-20 00:00:00",3
123191994,Richmond,Vic,3121,Apartment,592000,"2016-08-01 00:00:00",2
123192794,Richmond,Vic,3121,House,1220000,"2016-08-20 00:00:00",3
123193086,Richmond,Vic,3121,House,1270000,"2016-08-20 00:00:00",3
123193106,Richmond,Vic,3121,Apartment,306000,"2016-08-22 00:00:00",1
123193146,Richmond,Vic,3121,Townhouse,1100000,"2016-08-24 00:00:00",3
123197838,Richmond,Vic,3121,House,30000,"2016-08-20 00:00:00",4
123198098,Richmond,Vic,3121,House,1105000,"2016-08-15 00:00:00",2
123198170,Richmond,Vic,3121,House,1645000,"2016-08-20 00:00:00",4
123198334,Richmond,Vic,3121,House,965000,"2016-08-20 00:00:00",2
123198618,Richmond,Vic,3121,Apartment,945000,"2016-08-20 00:00:00",3
123203038,Richmond,Vic,3121,House,1100000,"2016-08-20 00:00:00",3
123207994,Richmond,Vic,3121,Apartment,450000,"2016-08-18 00:00:00",1
123248046,Richmond,Vic,3121,House,1820000,"2016-08-27 00:00:00",3
123248154,Richmond,Vic,3121,House,1165000,"2016-08-27 00:00:00",3
123248238,Richmond,Vic,3121,House,870000,"2016-08-24 00:00:00",2
123261702,Richmond,Vic,3121,Apartment,813000,"2016-08-28 00:00:00",2
123262474,Richmond,Vic,3121,Apartment,450000,"2016-08-15 00:00:00",1
123269270,Richmond,Vic,3121,Apartment,590000,"2016-08-23 00:00:00",2
123276434,Richmond,Vic,3121,Apartment,795250,"2016-09-02 00:00:00",2
123276602,Richmond,Vic,3121,Apartment,585000,"2016-10-06 00:00:00",2
123292930,Richmond,Vic,3121,Apartment,500000,"2016-08-29 00:00:00",1
123295786,Richmond,Vic,3121,House,1650000,"2016-09-24 00:00:00",3
123301710,Richmond,Vic,3121,House,0,"2016-09-06 00:00:00",4
123303266,Richmond,Vic,3121,Apartment,582000,"2016-09-03 00:00:00",2
123303450,Richmond,Vic,3121,House,937000,"2016-09-03 00:00:00",2
123303530,Richmond,Vic,3121,House,1260000,"2016-09-03 00:00:00",3
123304226,Richmond,Vic,3121,Apartment,545000,"2016-09-10 00:00:00",2
123308934,Richmond,Vic,3121,Townhouse,1236000,"2016-09-03 00:00:00",3
123329946,Richmond,Vic,3121,Townhouse,30000,"2016-09-10 00:00:00",3
123342262,Richmond,Vic,3121,Apartment,1920000,"2016-10-07 00:00:00",3
123349266,Richmond,Vic,3121,Apartment,695000,"2016-09-10 00:00:00",2
123351178,Richmond,Vic,3121,Apartment,342000,"2016-09-10 00:00:00",1
123351186,Richmond,Vic,3121,Apartment,1040000,"2016-09-10 00:00:00",2
123352126,Richmond,Vic,3121,Apartment,30000,"2016-09-10 00:00:00",2
123353566,Richmond,Vic,3121,Townhouse,855000,"2016-09-10 00:00:00",2
123356126,Richmond,Vic,3121,House,1380000,"2016-10-21 00:00:00",3
123356326,Richmond,Vic,3121,Apartment,439000,"2016-09-07 00:00:00",1
123356514,Richmond,Vic,3121,Apartment,527500,"2016-09-10 00:00:00",2
123364418,Richmond,Vic,3121,Apartment,681000,"2016-09-10 00:00:00",1
123365618,Richmond,Vic,3121,Apartment,327500,"2016-09-10 00:00:00",1
123388910,Richmond,Vic,3121,Apartment,437000,"2016-09-16 00:00:00",1
123395582,Richmond,Vic,3121,House,30000,"2016-09-17 00:00:00",3
123396570,Richmond,Vic,3121,House,30000,"2016-09-17 00:00:00",3
123398586,Richmond,Vic,3121,House,1591000,"2016-09-17 00:00:00",4
123403142,Richmond,Vic,3121,Apartment,480000,"2016-09-23 00:00:00",1
123403586,Richmond,Vic,3121,Apartment,470000,"2016-09-13 00:00:00",1
123404150,Richmond,Vic,3121,House,1320000,"2016-09-24 00:00:00",3
123404186,Richmond,Vic,3121,Apartment,467000,"2016-09-17 00:00:00",1
123405170,Richmond,Vic,3121,Townhouse,1100000,"2016-09-17 00:00:00",4
123407630,Richmond,Vic,3121,Townhouse,0,"2016-09-17 00:00:00",2
123408210,Richmond,Vic,3121,House,961000,"2016-09-15 00:00:00",3
123408438,Richmond,Vic,3121,House,1045000,"2016-09-17 00:00:00",2
123408502,Richmond,Vic,3121,House,1088000,"2016-09-17 00:00:00",2
123408586,Richmond,Vic,3121,House,900000,"2016-09-16 00:00:00",3
123420546,Richmond,Vic,3121,House,1765000,"2016-09-17 00:00:00",3
123420858,Richmond,Vic,3121,Apartment,402000,"2016-09-17 00:00:00",1
123426210,Richmond,Vic,3121,House,1365000,"2016-09-17 00:00:00",3
123428342,Richmond,Vic,3121,Townhouse,1010000,"2016-09-24 00:00:00",2
123451814,Richmond,Vic,3121,House,1202500,"2016-09-24 00:00:00",2
123456906,Richmond,Vic,3121,Apartment,381000,"2016-10-03 00:00:00",1
123457038,Richmond,Vic,3121,House,1075000,"2016-09-24 00:00:00",3
123460914,Richmond,Vic,3121,House,907000,"2016-09-24 00:00:00",2
123461118,Richmond,Vic,3121,House,1020000,"2016-09-24 00:00:00",3
123461270,Richmond,Vic,3121,House,930000,"2016-10-08 00:00:00",3
123461302,Richmond,Vic,3121,House,1600000,"2016-09-19 00:00:00",3
123461422,Richmond,Vic,3121,Apartment,791500,"2016-09-17 00:00:00",3
123461462,Richmond,Vic,3121,House,1032000,"2016-09-24 00:00:00",3
123461694,Richmond,Vic,3121,House,2010000,"2016-10-22 00:00:00",4
123461786,Richmond,Vic,3121,House,1110000,"2016-09-24 00:00:00",2
123464398,Richmond,Vic,3121,House,1270000,"2016-09-24 00:00:00",3
123470814,Richmond,Vic,3121,House,915000,"2016-09-24 00:00:00",3
123470862,Richmond,Vic,3121,Apartment,565000,"2016-09-24 00:00:00",2
123473482,Richmond,Vic,3121,Apartment,455000,"2016-09-14 00:00:00",1
123485154,Richmond,Vic,3121,Apartment,265000,"2016-09-06 00:00:00",1
123491146,Richmond,Vic,3121,House,1115000,"2016-10-05 00:00:00",4
123520638,Richmond,Vic,3121,House,580000,"2016-09-27 00:00:00",2
123545786,Richmond,Vic,3121,Apartment,358000,"2016-10-21 00:00:00",1
123546050,Richmond,Vic,3121,Townhouse,1081000,"2016-10-15 00:00:00",2
123547322,Richmond,Vic,3121,Apartment,785000,"2016-09-21 00:00:00",2
123557430,Richmond,Vic,3121,Apartment,595000,"2016-09-27 00:00:00",2
123568622,Richmond,Vic,3121,House,1196000,"2016-10-08 00:00:00",2
123572470,Richmond,Vic,3121,House,1180000,"2016-10-12 00:00:00",3
123572702,Richmond,Vic,3121,Apartment,546000,"2016-10-08 00:00:00",2
123573170,Richmond,Vic,3121,Apartment,605000,"2016-10-08 00:00:00",2
123573646,Richmond,Vic,3121,House,1000000,"2016-10-08 00:00:00",2
123576662,Richmond,Vic,3121,House,1050000,"2016-10-11 00:00:00",4
123579990,Richmond,Vic,3121,Apartment,370000,"2016-10-25 00:00:00",1
123603698,Richmond,Vic,3121,Apartment,420000,"2016-10-25 00:00:00",1
123604642,Richmond,Vic,3121,Apartment,377500,"2016-10-05 00:00:00",1
123619838,Richmond,Vic,3121,House,1610000,"2016-10-15 00:00:00",4
123626270,Richmond,Vic,3121,House,1795000,"2016-10-15 00:00:00",3
123626310,Richmond,Vic,3121,Apartment,680000,"2016-10-15 00:00:00",2
123626910,Richmond,Vic,3121,Apartment,1125000,"2016-10-15 00:00:00",2
123626914,Richmond,Vic,3121,House,1820000,"2016-10-15 00:00:00",3
123627258,Richmond,Vic,3121,Townhouse,955000,"2016-10-15 00:00:00",2
123632590,Richmond,Vic,3121,House,769000,"2016-10-22 00:00:00",2
123632822,Richmond,Vic,3121,House,895000,"2016-10-15 00:00:00",2
123632990,Richmond,Vic,3121,Apartment,691000,"2016-10-15 00:00:00",2
123633102,Richmond,Vic,3121,House,905000,"2016-10-15 00:00:00",2
123633234,Richmond,Vic,3121,House,860000,"2016-10-15 00:00:00",2
123641102,Richmond,Vic,3121,Apartment,557000,"2016-11-07 00:00:00",2
123642102,Richmond,Vic,3121,House,1170000,"2016-10-15 00:00:00",3
123653374,Richmond,Vic,3121,Apartment,520000,"2016-10-22 00:00:00",2
123656698,Richmond,Vic,3121,House,1220000,"2016-10-22 00:00:00",2
123663170,Richmond,Vic,3121,House,1350000,"2016-10-22 00:00:00",3
123664542,Richmond,Vic,3121,Apartment,377500,"2016-10-17 00:00:00",1
123672646,Richmond,Vic,3121,Apartment,740000,"2016-10-05 00:00:00",2
123676418,Richmond,Vic,3121,House,30000,"2016-10-22 00:00:00",4
123679194,Richmond,Vic,3121,House,2260000,"2016-10-22 00:00:00",3
123682254,Richmond,Vic,3121,Apartment,1211000,"2016-10-22 00:00:00",2
123682534,Richmond,Vic,3121,Apartment,415000,"2016-10-20 00:00:00",1
123683246,Richmond,Vic,3121,Apartment,420000,"2016-10-11 00:00:00",1
123686922,Richmond,Vic,3121,Apartment,701000,"2016-10-22 00:00:00",2
123686986,Richmond,Vic,3121,Apartment,615000,"2016-10-17 00:00:00",2
123687050,Richmond,Vic,3121,Apartment,345000,"2016-10-31 00:00:00",1
123687522,Richmond,Vic,3121,House,1400000,"2016-10-28 00:00:00",3
123687546,Richmond,Vic,3121,House,1630000,"2016-10-22 00:00:00",3
123687614,Richmond,Vic,3121,Apartment,407500,"2016-10-30 00:00:00",2
123687754,Richmond,Vic,3121,Apartment,675000,"2016-10-22 00:00:00",2
123687838,Richmond,Vic,3121,Apartment,370000,"2016-10-21 00:00:00",1
123687990,Richmond,Vic,3121,House,1450000,"2016-10-22 00:00:00",3
123689274,Richmond,Vic,3121,House,1907500,"2016-10-20 00:00:00",3
123695678,Richmond,Vic,3121,House,1170000,"2016-10-22 00:00:00",3
123695690,Richmond,Vic,3121,Apartment,791000,"2016-10-20 00:00:00",2
123695898,Richmond,Vic,3121,Apartment,403000,"2016-10-22 00:00:00",1
123699846,Richmond,Vic,3121,Apartment,346000,"2016-10-19 00:00:00",1
123734102,Richmond,Vic,3121,Apartment,320000,"2016-11-10 00:00:00",1
123739726,Richmond,Vic,3121,Apartment,910000,"2016-10-29 00:00:00",2
123747542,Richmond,Vic,3121,Apartment,378000,"2016-11-05 00:00:00",1
123788294,Richmond,Vic,3121,Unit,310000,"2016-11-07 00:00:00",1
123789538,Richmond,Vic,3121,Apartment,320000,"2016-10-25 00:00:00",1
123789870,Richmond,Vic,3121,House,30000,"2016-11-05 00:00:00",3
123789898,Richmond,Vic,3121,House,30000,"2016-11-05 00:00:00",3
123799482,Richmond,Vic,3121,Apartment,815000,"2016-11-05 00:00:00",2
123800378,Richmond,Vic,3121,Apartment,542000,"2016-11-12 00:00:00",1
123806062,Richmond,Vic,3121,House,1340000,"2016-11-12 00:00:00",2
123806110,Richmond,Vic,3121,Apartment,345000,"2016-11-05 00:00:00",1
123806686,Richmond,Vic,3121,House,800000,"2016-11-12 00:00:00",2
123807406,Richmond,Vic,3121,Apartment,785000,"2016-11-03 00:00:00",2
123814306,Richmond,Vic,3121,House,1405000,"2016-11-17 00:00:00",3
123816418,Richmond,Vic,3121,Townhouse,1220000,"2016-11-12 00:00:00",3
123841726,Richmond,Vic,3121,Apartment,260000,"2016-10-28 00:00:00",1
123851814,Richmond,Vic,3121,Apartment,515000,"2016-10-24 00:00:00",1
123857894,Richmond,Vic,3121,House,30000,"2016-11-12 00:00:00",3
123865670,Richmond,Vic,3121,House,1421000,"2016-11-12 00:00:00",2
123866110,Richmond,Vic,3121,House,1205000,"2016-11-12 00:00:00",3
123866238,Richmond,Vic,3121,House,1465000,"2016-11-12 00:00:00",3
123866598,Richmond,Vic,3121,Townhouse,1215000,"2016-11-17 00:00:00",2
123869438,Richmond,Vic,3121,Townhouse,1430000,"2016-11-12 00:00:00",2
123878106,Richmond,Vic,3121,House,1145000,"2016-11-19 00:00:00",2
123886110,Richmond,Vic,3121,House,979000,"2016-11-19 00:00:00",3
123902286,Richmond,Vic,3121,Townhouse,0,"2016-11-19 00:00:00",2
123916538,Richmond,Vic,3121,Apartment,646000,"2016-11-19 00:00:00",2
123922098,Richmond,Vic,3121,House,1350000,"2016-11-18 00:00:00",3
123923490,Richmond,Vic,3121,Apartment,622500,"2016-11-19 00:00:00",2
123929570,Richmond,Vic,3121,House,2000000,"2016-11-19 00:00:00",3
123948198,Richmond,Vic,3121,Townhouse,950000,"2016-11-19 00:00:00",2
123962878,Richmond,Vic,3121,Apartment,520000,"2016-11-26 00:00:00",1
123963390,Richmond,Vic,3121,House,30000,"2016-11-26 00:00:00",3
123980594,Richmond,Vic,3121,House,1775000,"2016-11-26 00:00:00",4
123981498,Richmond,Vic,3121,Apartment,360000,"2016-11-12 00:00:00",1
123981566,Richmond,Vic,3121,House,1270000,"2016-11-26 00:00:00",3
123981598,Richmond,Vic,3121,House,1495000,"2016-11-26 00:00:00",3
123981622,Richmond,Vic,3121,House,1150000,"2016-11-10 00:00:00",2
123981734,Richmond,Vic,3121,House,1300000,"2016-11-26 00:00:00",3
123981778,Richmond,Vic,3121,House,1410000,"2016-11-26 00:00:00",3
123994374,Richmond,Vic,3121,House,1730000,"2016-11-26 00:00:00",3
123998710,Richmond,Vic,3121,Apartment,760000,"2016-11-26 00:00:00",2
123999982,Richmond,Vic,3121,Apartment,807000,"2016-11-26 00:00:00",2
124015682,Richmond,Vic,3121,Apartment,1450000,"2016-11-15 00:00:00",3
124049390,Richmond,Vic,3121,Townhouse,1025000,"2016-11-15 00:00:00",3
124055946,Richmond,Vic,3121,Apartment,323000,"2016-11-30 00:00:00",1
124055986,Richmond,Vic,3121,House,1005000,"2016-11-28 00:00:00",2
124055990,Richmond,Vic,3121,Apartment,630000,"2016-11-25 00:00:00",2
124056002,Richmond,Vic,3121,Apartment,799700,"2016-12-02 00:00:00",2
